femaDeclarationString,disasterNumber,state,declarationType,declarationDate,fyDeclared,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,disasterCloseoutDate,fipsStateCode,fipsCountyCode,placeCode,designatedArea,declarationRequestNumber,hash,lastRefresh,id,year
DR-1866-AL,1866,AL,DR,2009-12-22T20:30:00.000Z,2010,Hurricane,TROPICAL STORM IDA,0,0,1,1,2009-11-09T05:00:00.000Z,2009-11-11T04:59:00.000Z,2019-07-09T03:59:00.000Z,1,3,99003,Baldwin (County),9123,cd2e517c5af075e89a71ade5eb8f6277,2020-10-05T14:21:55.732Z,5f7b2c0331a8c6681cfd1e44,2009
DR-1866-AL,1866,AL,DR,2009-12-22T20:30:00.000Z,2010,Hurricane,TROPICAL STORM IDA,0,0,1,1,2009-11-09T05:00:00.000Z,2009-11-11T04:59:00.000Z,2019-07-09T03:59:00.000Z,1,97,99097,Mobile (County),9123,17c80d70ce7e563f5728f4d20ede1b32,2020-10-05T14:21:55.732Z,5f7b2c0331a8c6681cfd1e46,2009
DR-1931-TX,1931,TX,DR,2010-08-04T00:00:00.000Z,2010,Hurricane,HURRICANE ALEX,0,0,1,1,2010-06-30T04:00:00.000Z,2010-08-14T04:00:00.000Z,2020-05-02T03:59:00.000Z,48,115,99115,Dawson (County),10088,142a35bd73f6a5a46721fb0b3c09253c,2020-10-05T14:21:57.265Z,5f7b2c0531a8c6681cfd3a22,2010
DR-1931-TX,1931,TX,DR,2010-08-04T00:00:00.000Z,2010,Hurricane,HURRICANE ALEX,0,0,1,1,2010-06-30T04:00:00.000Z,2010-08-14T04:00:00.000Z,2020-05-02T03:59:00.000Z,48,101,99101,Cottle (County),10088,6725e77a7a64058173bf56bb560ecac3,2020-10-05T14:21:57.264Z,5f7b2c0531a8c6681cfd3a42,2010
DR-1931-TX,1931,TX,DR,2010-08-04T00:00:00.000Z,2010,Hurricane,HURRICANE ALEX,0,0,1,1,2010-06-30T04:00:00.000Z,2010-08-14T04:00:00.000Z,2020-05-02T03:59:00.000Z,48,169,99169,Garza (County),10088,61c0cb3a562c561bedd90a191ae51b86,2020-10-05T14:21:57.268Z,5f7b2c0531a8c6681cfd3a45,2010
DR-1931-TX,1931,TX,DR,2010-08-04T00:00:00.000Z,2010,Hurricane,HURRICANE ALEX,0,0,1,1,2010-06-30T04:00:00.000Z,2010-08-14T04:00:00.000Z,2020-05-02T03:59:00.000Z,48,153,99153,Floyd (County),10088,25cde1528902eb4bf31b4171c0097aaa,2020-10-05T14:21:57.265Z,5f7b2c0531a8c6681cfd3a46,2010
DR-1931-TX,1931,TX,DR,2010-08-04T00:00:00.000Z,2010,Hurricane,HURRICANE ALEX,0,0,1,1,2010-06-30T04:00:00.000Z,2010-08-14T04:00:00.000Z,2020-05-02T03:59:00.000Z,48,155,99155,Foard (County),10088,7cb2af95fb1cfafcc5275bfd6aa78d47,2020-10-05T14:21:57.267Z,5f7b2c0531a8c6681cfd3a4a,2010
DR-1931-TX,1931,TX,DR,2010-08-04T00:00:00.000Z,2010,Hurricane,HURRICANE ALEX,0,0,1,1,2010-06-30T04:00:00.000Z,2010-08-14T04:00:00.000Z,2020-05-02T03:59:00.000Z,48,57,99057,Calhoun (County),10088,42be6302e112e7bc4962ee6bf53cdb1e,2020-10-05T14:21:57.263Z,5f7b2c0531a8c6681cfd3a51,2010
DR-1931-TX,1931,TX,DR,2010-08-04T00:00:00.000Z,2010,Hurricane,HURRICANE ALEX,0,0,1,1,2010-06-30T04:00:00.000Z,2010-08-14T04:00:00.000Z,2020-05-02T03:59:00.000Z,48,249,99249,Jim Wells (County),10088,1f6e1e43aad786c0a8190b73b015e16b,2020-10-05T14:21:57.270Z,5f7b2c0531a8c6681cfd3a53,2010
DR-1931-TX,1931,TX,DR,2010-08-04T00:00:00.000Z,2010,Hurricane,HURRICANE ALEX,0,0,1,1,2010-06-30T04:00:00.000Z,2010-08-14T04:00:00.000Z,2020-05-02T03:59:00.000Z,48,489,99489,Willacy (County),10088,e1811d02d5e900389ff4e9fbb9609880,2020-10-05T14:21:57.282Z,5f7b2c0531a8c6681cfd3a62,2010
DR-1931-TX,1931,TX,DR,2010-08-04T00:00:00.000Z,2010,Hurricane,HURRICANE ALEX,0,0,1,1,2010-06-30T04:00:00.000Z,2010-08-14T04:00:00.000Z,2020-05-02T03:59:00.000Z,48,445,99445,Terry (County),10088,059f1aa096245611d314c18d02e15f7a,2020-10-05T14:21:57.281Z,5f7b2c0531a8c6681cfd3a6a,2010
DR-1931-TX,1931,TX,DR,2010-08-04T00:00:00.000Z,2010,Hurricane,HURRICANE ALEX,0,0,1,1,2010-06-30T04:00:00.000Z,2010-08-14T04:00:00.000Z,2020-05-02T03:59:00.000Z,48,305,99305,Lynn (County),10088,cccbc8240f8831d69a7eb98fce6a75db,2020-10-05T14:21:57.278Z,5f7b2c0531a8c6681cfd3a7a,2010
DR-1931-TX,1931,TX,DR,2010-08-04T00:00:00.000Z,2010,Hurricane,HURRICANE ALEX,0,0,1,1,2010-06-30T04:00:00.000Z,2010-08-14T04:00:00.000Z,2020-05-02T03:59:00.000Z,48,345,99345,Motley (County),10088,bad27e515a66562303d89af6334c955a,2020-10-05T14:21:57.280Z,5f7b2c0531a8c6681cfd3a7c,2010
DR-1931-TX,1931,TX,DR,2010-08-04T00:00:00.000Z,2010,Hurricane,HURRICANE ALEX,1,0,0,1,2010-06-30T04:00:00.000Z,2010-08-14T04:00:00.000Z,2020-05-02T03:59:00.000Z,48,465,99465,Val Verde (County),10088,07acc592f53fe2b9a80de5def2b3f820,2020-10-05T14:21:57.282Z,5f7b2c0531a8c6681cfd3a83,2010
DR-1931-TX,1931,TX,DR,2010-08-04T00:00:00.000Z,2010,Hurricane,HURRICANE ALEX,1,0,1,1,2010-06-30T04:00:00.000Z,2010-08-14T04:00:00.000Z,2020-05-02T03:59:00.000Z,48,247,99247,Jim Hogg (County),10088,53373e7d53b38813529257a51e282e1e,2020-10-05T14:21:57.291Z,5f7b2c0531a8c6681cfd3a86,2010
DR-1931-TX,1931,TX,DR,2010-08-04T00:00:00.000Z,2010,Hurricane,HURRICANE ALEX,1,0,1,1,2010-06-30T04:00:00.000Z,2010-08-14T04:00:00.000Z,2020-05-02T03:59:00.000Z,48,61,99061,Cameron (County),10088,bc1a93cffc601c090acdefb949a6a947,2020-10-05T14:21:57.283Z,5f7b2c0531a8c6681cfd3a96,2010
DR-1931-TX,1931,TX,DR,2010-08-04T00:00:00.000Z,2010,Hurricane,HURRICANE ALEX,0,0,1,1,2010-06-30T04:00:00.000Z,2010-08-14T04:00:00.000Z,2020-05-02T03:59:00.000Z,48,279,99279,Lamb (County),10088,d7bcaf07a02caaeca5d97740d89ff7bf,2020-10-05T14:21:57.277Z,5f7b2c0531a8c6681cfd3a9a,2010
DR-1931-TX,1931,TX,DR,2010-08-04T00:00:00.000Z,2010,Hurricane,HURRICANE ALEX,1,0,1,1,2010-06-30T04:00:00.000Z,2010-08-14T04:00:00.000Z,2020-05-02T03:59:00.000Z,48,427,99427,Starr (County),10088,64455c842aafb4c8ed45f470399f3298,2020-10-05T14:21:57.303Z,5f7b2c0531a8c6681cfd3aac,2010
DR-1931-TX,1931,TX,DR,2010-08-04T00:00:00.000Z,2010,Hurricane,HURRICANE ALEX,1,0,1,1,2010-06-30T04:00:00.000Z,2010-08-14T04:00:00.000Z,2020-05-02T03:59:00.000Z,48,303,99303,Lubbock (County),10088,8a23732d9f7053c9b2f09913fd62a069,2020-10-05T14:21:57.294Z,5f7b2c0531a8c6681cfd3aae,2010
DR-1931-TX,1931,TX,DR,2010-08-04T00:00:00.000Z,2010,Hurricane,HURRICANE ALEX,1,0,1,1,2010-06-30T04:00:00.000Z,2010-08-14T04:00:00.000Z,2020-05-02T03:59:00.000Z,48,479,99479,Webb (County),10088,9e16dc8f2e55b9aee0ed4f1f05b5199e,2020-10-05T14:21:57.305Z,5f7b2c0531a8c6681cfd3ab0,2010
DR-1931-TX,1931,TX,DR,2010-08-04T00:00:00.000Z,2010,Hurricane,HURRICANE ALEX,1,0,1,1,2010-06-30T04:00:00.000Z,2010-08-14T04:00:00.000Z,2020-05-02T03:59:00.000Z,48,215,99215,Hidalgo (County),10088,6d6a21c7693a4451eee62c939c5a1e06,2020-10-05T14:21:57.285Z,5f7b2c0531a8c6681cfd3ab7,2010
DR-1931-TX,1931,TX,DR,2010-08-04T00:00:00.000Z,2010,Hurricane,HURRICANE ALEX,1,0,1,1,2010-06-30T04:00:00.000Z,2010-08-14T04:00:00.000Z,2020-05-02T03:59:00.000Z,48,505,99505,Zapata (County),10088,15807121762263507001ec3f8cd11c9a,2020-10-05T14:21:57.306Z,5f7b2c0531a8c6681cfd3aca,2010
DR-1931-TX,1931,TX,DR,2010-08-04T00:00:00.000Z,2010,Hurricane,HURRICANE ALEX,1,0,1,1,2010-06-30T04:00:00.000Z,2010-08-14T04:00:00.000Z,2020-05-02T03:59:00.000Z,48,323,99323,Maverick (County),10088,ebb7350be8e981eaf13d02d8c1eca4b1,2020-10-05T14:21:57.298Z,5f7b2c0531a8c6681cfd3ae3,2010
DR-1939-VI,1939,VI,DR,2010-09-28T22:00:00.000Z,2010,Hurricane,HURRICANE EARL,0,0,1,1,2010-08-29T04:00:00.000Z,2010-09-01T03:59:00.000Z,,78,10,99010,St. Croix (Island) (County-equivalent),10108,c84b99c7be411e2e412860e314c40594,2020-10-05T14:21:57.524Z,5f7b2c0531a8c6681cfd3df8,2010
DR-1939-VI,1939,VI,DR,2010-09-28T22:00:00.000Z,2010,Hurricane,HURRICANE EARL,0,0,1,1,2010-08-29T04:00:00.000Z,2010-09-01T03:59:00.000Z,,78,20,99020,St. John (Island) (County-equivalent),10108,f09612536a3ad2095c519dc4620b1663,2020-10-05T14:21:57.525Z,5f7b2c0531a8c6681cfd3e1b,2010
DR-1939-VI,1939,VI,DR,2010-09-28T22:00:00.000Z,2010,Hurricane,HURRICANE EARL,0,0,1,1,2010-08-29T04:00:00.000Z,2010-09-01T03:59:00.000Z,,78,30,99030,St. Thomas (Island) (County-equivalent),10108,91611ace66f50c9239755e793041f844,2020-10-05T14:21:57.528Z,5f7b2c0531a8c6681cfd3e26,2010
EM-3313-TX,3313,TX,EM,2010-06-29T23:30:00.000Z,2010,Hurricane,TROPICAL STORM ALEX,0,0,1,0,2010-06-27T04:00:00.000Z,2010-08-14T04:00:00.000Z,2012-10-04T04:00:00.000Z,48,7,99007,Aransas (County),10071,1bf6b0bc77233a3bd4c27c1770df51b2,2020-10-05T14:22:14.631Z,5f7b2c1631a8c6681cfe5cda,2010
EM-3313-TX,3313,TX,EM,2010-06-29T23:30:00.000Z,2010,Hurricane,TROPICAL STORM ALEX,0,0,1,0,2010-06-27T04:00:00.000Z,2010-08-14T04:00:00.000Z,2012-10-04T04:00:00.000Z,48,25,99025,Bee (County),10071,78ff9e0cde4d4dacd2a51fa5f62f8e46,2020-10-05T14:22:14.638Z,5f7b2c1631a8c6681cfe5ce3,2010
EM-3313-TX,3313,TX,EM,2010-06-29T23:30:00.000Z,2010,Hurricane,TROPICAL STORM ALEX,0,0,1,0,2010-06-27T04:00:00.000Z,2010-08-14T04:00:00.000Z,2012-10-04T04:00:00.000Z,48,13,99013,Atascosa (County),10071,34cc00452c7d7380469e453842078941,2020-10-05T14:22:14.633Z,5f7b2c1631a8c6681cfe5cec,2010
EM-3313-TX,3313,TX,EM,2010-06-29T23:30:00.000Z,2010,Hurricane,TROPICAL STORM ALEX,0,0,1,0,2010-06-27T04:00:00.000Z,2010-08-14T04:00:00.000Z,2012-10-04T04:00:00.000Z,48,61,99061,Cameron (County),10071,b99f926ba4ad0bbbffd69d6b2f1c0df3,2020-10-05T14:22:14.644Z,5f7b2c1631a8c6681cfe5cf9,2010
EM-3313-TX,3313,TX,EM,2010-06-29T23:30:00.000Z,2010,Hurricane,TROPICAL STORM ALEX,0,0,1,0,2010-06-27T04:00:00.000Z,2010-08-14T04:00:00.000Z,2012-10-04T04:00:00.000Z,48,47,99047,Brooks (County),10071,bb6f6de089fcd43d1ad65106d09ed492,2020-10-05T14:22:14.642Z,5f7b2c1631a8c6681cfe5cfc,2010
EM-3313-TX,3313,TX,EM,2010-06-29T23:30:00.000Z,2010,Hurricane,TROPICAL STORM ALEX,0,0,1,0,2010-06-27T04:00:00.000Z,2010-08-14T04:00:00.000Z,2012-10-04T04:00:00.000Z,48,29,99029,Bexar (County),10071,cc22d86cfdaf3a7a34d962ab5042299b,2020-10-05T14:22:14.641Z,5f7b2c1631a8c6681cfe5d00,2010
EM-3313-TX,3313,TX,EM,2010-06-29T23:30:00.000Z,2010,Hurricane,TROPICAL STORM ALEX,0,0,1,0,2010-06-27T04:00:00.000Z,2010-08-14T04:00:00.000Z,2012-10-04T04:00:00.000Z,48,131,99131,Duval (County),10071,fbd13cd627cf9b35ac07dcaf56b5ef25,2020-10-05T14:22:14.648Z,5f7b2c1631a8c6681cfe5d01,2010
EM-3313-TX,3313,TX,EM,2010-06-29T23:30:00.000Z,2010,Hurricane,TROPICAL STORM ALEX,0,0,1,0,2010-06-27T04:00:00.000Z,2010-08-14T04:00:00.000Z,2012-10-04T04:00:00.000Z,48,91,99091,Comal (County),10071,2b7765b9716cbf3d1f4918c7b0792691,2020-10-05T14:22:14.645Z,5f7b2c1631a8c6681cfe5d0b,2010
EM-3313-TX,3313,TX,EM,2010-06-29T23:30:00.000Z,2010,Hurricane,TROPICAL STORM ALEX,0,0,1,0,2010-06-27T04:00:00.000Z,2010-08-14T04:00:00.000Z,2012-10-04T04:00:00.000Z,48,187,99187,Guadalupe (County),10071,d83ec3cbefc813a6a438f62b3b0e50df,2020-10-05T14:22:14.648Z,5f7b2c1631a8c6681cfe5d12,2010
EM-3313-TX,3313,TX,EM,2010-06-29T23:30:00.000Z,2010,Hurricane,TROPICAL STORM ALEX,0,0,1,0,2010-06-27T04:00:00.000Z,2010-08-14T04:00:00.000Z,2012-10-04T04:00:00.000Z,48,247,99247,Jim Hogg (County),10071,652453efd995dad5f24ed13a53a82436,2020-10-05T14:22:14.650Z,5f7b2c1631a8c6681cfe5d1c,2010
EM-3313-TX,3313,TX,EM,2010-06-29T23:30:00.000Z,2010,Hurricane,TROPICAL STORM ALEX,0,0,1,0,2010-06-27T04:00:00.000Z,2010-08-14T04:00:00.000Z,2012-10-04T04:00:00.000Z,48,273,99273,Kleberg (County),10071,ffb86a5bd90b584ce516f041fe1a4517,2020-10-05T14:22:14.654Z,5f7b2c1631a8c6681cfe5d23,2010
EM-3313-TX,3313,TX,EM,2010-06-29T23:30:00.000Z,2010,Hurricane,TROPICAL STORM ALEX,0,0,1,0,2010-06-27T04:00:00.000Z,2010-08-14T04:00:00.000Z,2012-10-04T04:00:00.000Z,48,215,99215,Hidalgo (County),10071,51411bb322a384efcbdc3f777f55b50d,2020-10-05T14:22:14.649Z,5f7b2c1631a8c6681cfe5d25,2010
EM-3313-TX,3313,TX,EM,2010-06-29T23:30:00.000Z,2010,Hurricane,TROPICAL STORM ALEX,0,0,1,0,2010-06-27T04:00:00.000Z,2010-08-14T04:00:00.000Z,2012-10-04T04:00:00.000Z,48,261,99261,Kenedy (County),10071,de6e8c791bb54ae7b5537a373ddd8edd,2020-10-05T14:22:14.653Z,5f7b2c1631a8c6681cfe5d27,2010
EM-3313-TX,3313,TX,EM,2010-06-29T23:30:00.000Z,2010,Hurricane,TROPICAL STORM ALEX,0,0,1,0,2010-06-27T04:00:00.000Z,2010-08-14T04:00:00.000Z,2012-10-04T04:00:00.000Z,48,249,99249,Jim Wells (County),10071,798f522c29d00764cd63d2dc269316e2,2020-10-05T14:22:14.652Z,5f7b2c1631a8c6681cfe5d29,2010
EM-3313-TX,3313,TX,EM,2010-06-29T23:30:00.000Z,2010,Hurricane,TROPICAL STORM ALEX,0,0,1,0,2010-06-27T04:00:00.000Z,2010-08-14T04:00:00.000Z,2012-10-04T04:00:00.000Z,48,355,99355,Nueces (County),10071,99eda2207ea11074f55de8c3724f76c3,2020-10-05T14:22:14.659Z,5f7b2c1631a8c6681cfe5d32,2010
EM-3313-TX,3313,TX,EM,2010-06-29T23:30:00.000Z,2010,Hurricane,TROPICAL STORM ALEX,0,0,1,0,2010-06-27T04:00:00.000Z,2010-08-14T04:00:00.000Z,2012-10-04T04:00:00.000Z,48,297,99297,Live Oak (County),10071,515cd2f3fe3bcc67cf6c0a01c9c21a89,2020-10-05T14:22:14.656Z,5f7b2c1631a8c6681cfe5d34,2010
EM-3313-TX,3313,TX,EM,2010-06-29T23:30:00.000Z,2010,Hurricane,TROPICAL STORM ALEX,0,0,1,0,2010-06-27T04:00:00.000Z,2010-08-14T04:00:00.000Z,2012-10-04T04:00:00.000Z,48,325,99325,Medina (County),10071,4a6a737db0e2b58e21682b4e57b2b121,2020-10-05T14:22:14.658Z,5f7b2c1631a8c6681cfe5d38,2010
EM-3313-TX,3313,TX,EM,2010-06-29T23:30:00.000Z,2010,Hurricane,TROPICAL STORM ALEX,0,0,1,0,2010-06-27T04:00:00.000Z,2010-08-14T04:00:00.000Z,2012-10-04T04:00:00.000Z,48,311,99311,McMullen (County),10071,80b03c348f536bedb1fd230a567ac936,2020-10-05T14:22:14.657Z,5f7b2c1631a8c6681cfe5d44,2010
EM-3313-TX,3313,TX,EM,2010-06-29T23:30:00.000Z,2010,Hurricane,TROPICAL STORM ALEX,0,0,1,0,2010-06-27T04:00:00.000Z,2010-08-14T04:00:00.000Z,2012-10-04T04:00:00.000Z,48,427,99427,Starr (County),10071,ba17a83bca115b8f22dcd2e1fef38914,2020-10-05T14:22:14.664Z,5f7b2c1631a8c6681cfe5d59,2010
EM-3313-TX,3313,TX,EM,2010-06-29T23:30:00.000Z,2010,Hurricane,TROPICAL STORM ALEX,0,0,1,0,2010-06-27T04:00:00.000Z,2010-08-14T04:00:00.000Z,2012-10-04T04:00:00.000Z,48,489,99489,Willacy (County),10071,eaf89485405d10a802905cb91ffb0ee4,2020-10-05T14:22:14.669Z,5f7b2c1631a8c6681cfe5d5e,2010
EM-3313-TX,3313,TX,EM,2010-06-29T23:30:00.000Z,2010,Hurricane,TROPICAL STORM ALEX,0,0,1,0,2010-06-27T04:00:00.000Z,2010-08-14T04:00:00.000Z,2012-10-04T04:00:00.000Z,48,479,99479,Webb (County),10071,21df0f3f5a8794cf1fd196e7d854d6d0,2020-10-05T14:22:14.665Z,5f7b2c1631a8c6681cfe5d62,2010
EM-3313-TX,3313,TX,EM,2010-06-29T23:30:00.000Z,2010,Hurricane,TROPICAL STORM ALEX,0,0,1,0,2010-06-27T04:00:00.000Z,2010-08-14T04:00:00.000Z,2012-10-04T04:00:00.000Z,48,505,99505,Zapata (County),10071,8de208f267bfe60e4e70a19fdeb336db,2020-10-05T14:22:14.674Z,5f7b2c1631a8c6681cfe5d64,2010
EM-3314-NC,3314,NC,EM,2010-09-02T02:30:00.000Z,2010,Hurricane,HURRICANE EARL,0,0,1,0,2010-09-01T04:00:00.000Z,2010-09-04T16:00:00.000Z,2014-09-30T04:00:00.000Z,37,13,99013,Beaufort (County),10096,cae63df166809baa18a26c536fca080b,2020-10-05T14:22:14.675Z,5f7b2c1631a8c6681cfe5d6e,2010
EM-3313-TX,3313,TX,EM,2010-06-29T23:30:00.000Z,2010,Hurricane,TROPICAL STORM ALEX,0,0,1,0,2010-06-27T04:00:00.000Z,2010-08-14T04:00:00.000Z,2012-10-04T04:00:00.000Z,48,409,99409,San Patricio (County),10071,ca466e87040e03058f7ed5bbd171df5e,2020-10-05T14:22:14.662Z,5f7b2c1631a8c6681cfe5d70,2010
EM-3313-TX,3313,TX,EM,2010-06-29T23:30:00.000Z,2010,Hurricane,TROPICAL STORM ALEX,0,0,1,0,2010-06-27T04:00:00.000Z,2010-08-14T04:00:00.000Z,2012-10-04T04:00:00.000Z,48,391,99391,Refugio (County),10071,008b3483135ccde075ce919c03ea456c,2020-10-05T14:22:14.661Z,5f7b2c1631a8c6681cfe5d74,2010
EM-3314-NC,3314,NC,EM,2010-09-02T02:30:00.000Z,2010,Hurricane,HURRICANE EARL,0,0,1,0,2010-09-01T04:00:00.000Z,2010-09-04T16:00:00.000Z,2014-09-30T04:00:00.000Z,37,15,99015,Bertie (County),10096,fb04db97d1869a34310a7328382ee32e,2020-10-05T14:22:14.676Z,5f7b2c1631a8c6681cfe5d7b,2010
EM-3314-NC,3314,NC,EM,2010-09-02T02:30:00.000Z,2010,Hurricane,HURRICANE EARL,0,0,1,0,2010-09-01T04:00:00.000Z,2010-09-04T16:00:00.000Z,2014-09-30T04:00:00.000Z,37,29,99029,Camden (County),10096,fcdba9d880f989f558064b8242b7f925,2020-10-05T14:22:14.679Z,5f7b2c1631a8c6681cfe5d7d,2010
EM-3313-TX,3313,TX,EM,2010-06-29T23:30:00.000Z,2010,Hurricane,TROPICAL STORM ALEX,0,0,1,0,2010-06-27T04:00:00.000Z,2010-08-14T04:00:00.000Z,2012-10-04T04:00:00.000Z,48,493,99493,Wilson (County),10071,bc9ee3abf867ec41fc7c79445b88276d,2020-10-05T14:22:14.670Z,5f7b2c1631a8c6681cfe5d81,2010
EM-3314-NC,3314,NC,EM,2010-09-02T02:30:00.000Z,2010,Hurricane,HURRICANE EARL,0,0,1,0,2010-09-01T04:00:00.000Z,2010-09-04T16:00:00.000Z,2014-09-30T04:00:00.000Z,37,19,99019,Brunswick (County),10096,45df6c510997b6caf3152064a5b44ae5,2020-10-05T14:22:14.678Z,5f7b2c1631a8c6681cfe5da1,2010
EM-3314-NC,3314,NC,EM,2010-09-02T02:30:00.000Z,2010,Hurricane,HURRICANE EARL,0,0,1,0,2010-09-01T04:00:00.000Z,2010-09-04T16:00:00.000Z,2014-09-30T04:00:00.000Z,37,41,99041,Chowan (County),10096,9625ee5d60ef4c7fbaa45ff40e86a225,2020-10-05T14:22:14.791Z,5f7b2c1631a8c6681cfe5da8,2010
EM-3314-NC,3314,NC,EM,2010-09-02T02:30:00.000Z,2010,Hurricane,HURRICANE EARL,0,0,1,0,2010-09-01T04:00:00.000Z,2010-09-04T16:00:00.000Z,2014-09-30T04:00:00.000Z,37,47,99047,Columbus (County),10096,cea3e79b1020559abea8dfe4b2c81872,2020-10-05T14:22:14.792Z,5f7b2c1631a8c6681cfe5dab,2010
EM-3314-NC,3314,NC,EM,2010-09-02T02:30:00.000Z,2010,Hurricane,HURRICANE EARL,0,0,1,0,2010-09-01T04:00:00.000Z,2010-09-04T16:00:00.000Z,2014-09-30T04:00:00.000Z,37,31,99031,Carteret (County),10096,a19544bf017254485cbbfede3635e864,2020-10-05T14:22:14.790Z,5f7b2c1631a8c6681cfe5dad,2010
EM-3314-NC,3314,NC,EM,2010-09-02T02:30:00.000Z,2010,Hurricane,HURRICANE EARL,0,0,1,0,2010-09-01T04:00:00.000Z,2010-09-04T16:00:00.000Z,2014-09-30T04:00:00.000Z,37,65,99065,Edgecombe (County),10096,d9d3e86b93cfb083df52274fe3186f9b,2020-10-05T14:22:14.802Z,5f7b2c1631a8c6681cfe5db6,2010
EM-3314-NC,3314,NC,EM,2010-09-02T02:30:00.000Z,2010,Hurricane,HURRICANE EARL,0,0,1,0,2010-09-01T04:00:00.000Z,2010-09-04T16:00:00.000Z,2014-09-30T04:00:00.000Z,37,61,99061,Duplin (County),10096,2cd2b3680131014d15db16c444b2162f,2020-10-05T14:22:14.801Z,5f7b2c1631a8c6681cfe5db8,2010
EM-3314-NC,3314,NC,EM,2010-09-02T02:30:00.000Z,2010,Hurricane,HURRICANE EARL,0,0,1,0,2010-09-01T04:00:00.000Z,2010-09-04T16:00:00.000Z,2014-09-30T04:00:00.000Z,37,79,99079,Greene (County),10096,ab222b74fcfb8f85359a6e2a38064237,2020-10-05T14:22:14.804Z,5f7b2c1631a8c6681cfe5dbb,2010
EM-3314-NC,3314,NC,EM,2010-09-02T02:30:00.000Z,2010,Hurricane,HURRICANE EARL,0,0,1,0,2010-09-01T04:00:00.000Z,2010-09-04T16:00:00.000Z,2014-09-30T04:00:00.000Z,37,55,99055,Dare (County),10096,b6ed14792e2e17379c58c6f4a75d9e3d,2020-10-05T14:22:14.800Z,5f7b2c1631a8c6681cfe5dbc,2010
EM-3314-NC,3314,NC,EM,2010-09-02T02:30:00.000Z,2010,Hurricane,HURRICANE EARL,0,0,1,0,2010-09-01T04:00:00.000Z,2010-09-04T16:00:00.000Z,2014-09-30T04:00:00.000Z,37,49,99049,Craven (County),10096,ad416aceed7a4a1b6a809b81ac698f46,2020-10-05T14:22:14.793Z,5f7b2c1631a8c6681cfe5dbf,2010
EM-3314-NC,3314,NC,EM,2010-09-02T02:30:00.000Z,2010,Hurricane,HURRICANE EARL,0,0,1,0,2010-09-01T04:00:00.000Z,2010-09-04T16:00:00.000Z,2014-09-30T04:00:00.000Z,37,53,99053,Currituck (County),10096,cf4709557ad3a85783b33cc06bc40601,2020-10-05T14:22:14.799Z,5f7b2c1631a8c6681cfe5dc2,2010
EM-3314-NC,3314,NC,EM,2010-09-02T02:30:00.000Z,2010,Hurricane,HURRICANE EARL,0,0,1,0,2010-09-01T04:00:00.000Z,2010-09-04T16:00:00.000Z,2014-09-30T04:00:00.000Z,37,73,99073,Gates (County),10096,3799cf79b2ca361b0841fb1c8e51de8d,2020-10-05T14:22:14.803Z,5f7b2c1631a8c6681cfe5dc4,2010
EM-3314-NC,3314,NC,EM,2010-09-02T02:30:00.000Z,2010,Hurricane,HURRICANE EARL,0,0,1,0,2010-09-01T04:00:00.000Z,2010-09-04T16:00:00.000Z,2014-09-30T04:00:00.000Z,37,83,99083,Halifax (County),10096,dd96932e05e77f1438f9fa1b44a5c856,2020-10-05T14:22:14.806Z,5f7b2c1631a8c6681cfe5dc6,2010
EM-3314-NC,3314,NC,EM,2010-09-02T02:30:00.000Z,2010,Hurricane,HURRICANE EARL,0,0,1,0,2010-09-01T04:00:00.000Z,2010-09-04T16:00:00.000Z,2014-09-30T04:00:00.000Z,37,91,99091,Hertford (County),10096,fae48afeacfcc4bea7d4654537584259,2020-10-05T14:22:14.807Z,5f7b2c1631a8c6681cfe5dcc,2010
EM-3314-NC,3314,NC,EM,2010-09-02T02:30:00.000Z,2010,Hurricane,HURRICANE EARL,0,0,1,0,2010-09-01T04:00:00.000Z,2010-09-04T16:00:00.000Z,2014-09-30T04:00:00.000Z,37,95,99095,Hyde (County),10096,f90e1f6b45217ba2ca585cb89ca22e2c,2020-10-05T14:22:14.808Z,5f7b2c1631a8c6681cfe5dce,2010
EM-3314-NC,3314,NC,EM,2010-09-02T02:30:00.000Z,2010,Hurricane,HURRICANE EARL,0,0,1,0,2010-09-01T04:00:00.000Z,2010-09-04T16:00:00.000Z,2014-09-30T04:00:00.000Z,37,129,99129,New Hanover (County),10096,33563c5b3af0ddfb94fd0511f9442118,2020-10-05T14:22:14.814Z,5f7b2c1631a8c6681cfe5dd4,2010
EM-3314-NC,3314,NC,EM,2010-09-02T02:30:00.000Z,2010,Hurricane,HURRICANE EARL,0,0,1,0,2010-09-01T04:00:00.000Z,2010-09-04T16:00:00.000Z,2014-09-30T04:00:00.000Z,37,131,99131,Northampton (County),10096,0374037138d2810c47687027ea519c1e,2020-10-05T14:22:14.816Z,5f7b2c1631a8c6681cfe5dd9,2010
EM-3314-NC,3314,NC,EM,2010-09-02T02:30:00.000Z,2010,Hurricane,HURRICANE EARL,0,0,1,0,2010-09-01T04:00:00.000Z,2010-09-04T16:00:00.000Z,2014-09-30T04:00:00.000Z,37,137,99137,Pamlico (County),10096,90427544e62497e621ad1b0ac51f43e3,2020-10-05T14:22:14.821Z,5f7b2c1631a8c6681cfe5ddc,2010
